,word,count,word_len
34223,hrefbrigittamoondpbdxtdvrefcm_cr_arp_d_rvw_txtieutfbrigitta,1,59
21234,hrefgattacabluraydpbhevzwrefcm_cr_arp_d_rvw_txtieutfgattaca,1,59
20897,hrefcetoralhygienechewsdpbpprrefcm_cr_arp_d_rvw_txtieutfcet,1,59
27311,netcomponentsgraphiccardszardonsapphirenitrorfuryocgbreview,1,59
41178,hrefcombopackdpbaaqfetgrefcm_cr_arp_d_rvw_txtieutfcombopack,1,59
41274,hrefcarrymycoffeelivedpbnvyarefcm_cr_arp_d_rvw_txtieutfcarry,1,60
30890,hrefcanonpowershotgdpbefilhbrefcm_cr_arp_d_rvw_txtieutfcanon,1,60
33012,hrefelevenrecitationsdpbngarefcm_cr_arp_d_rvw_txtieutfeleven,1,60
27984,hrefmrsdoubtfirebluraydpbrntyigrefcm_cr_arp_d_rvw_txtieutfmrs,1,61
34544,hrefmegablokslilpinkbusdpbprtxrefcm_cr_arp_d_rvw_txtieutfmega,1,61
27867,hreflogansrunbluraydpbjafyfgrefcm_cr_arp_d_rvw_txtieutflogans,1,61
37423,hrefthetrumanshowbluraydpbgmhtmrefcm_cr_arp_d_rvw_txtieutfthe,1,61
28179,hrefthreedrawertacklesystemdpbqxgwrefcm_cr_arp_d_rvw_txtieutf,1,61
41313,hrefadvantageiicatdpbpblmrefcm_cr_arp_d_rvw_txtieutfadvantage,1,61
31331,hrefspiritfilledkindledpbhburefcm_cr_arp_d_rvw_txtieutfspirit,1,61
32941,hrefschistsongviafoliosdprefcm_cr_arp_d_rvw_txtieutfschistsong,1,62
23758,hrefautopetfeedermediumdpbzuqzurefcm_cr_arp_d_rvw_txtieutfauto,1,62
31131,hrefrotaryrollerchaincdpbgsnhkrefcm_cr_arp_d_rvw_txtieutfrotary,1,63
28635,hrefcallofdutymobofthedeaddpbjmwvrefcm_cr_arp_d_rvw_txtieutfcall,1,64
31950,hrefpurstagewaterpitcherfilterdpberefcm_cr_arp_d_rvw_txtieutfpur,1,64
30980,hrefimnotperfectanditsokaydpbegpizsrefcm_cr_arp_d_rvw_txtieutfim,1,64
26711,hrefthemythandtherealitydvdsetdpbvrfcrefcm_cr_arp_d_rvw_txtieutf,1,64
21293,hrefscotchbritedobiepadsdpbcjferefcm_cr_arp_d_rvw_txtieutfscotch,1,64
31491,hrefmegabloksassassinscreeddpbmytvrefcm_cr_arp_d_rvw_txtieutfmega,1,65
20156,hrefomegapawtrickytreatballdpbdkmrefcm_cr_arp_d_rvw_txtieutfomega,1,65
27422,hrefintelcoreiprocessorbxidpbvhkzirefcm_cr_arp_d_rvw_txtieutfintel,1,66
31687,hrefsonymdrlpheadphonesblackdpbxtwarefcm_cr_arp_d_rvw_txtieutfsony,1,66
23853,hrefradioflyerallterrainwagondpbytrefcm_cr_arp_d_rvw_txtieutfradio,1,66
20357,hrefsexwarsanovelofgildedagenewyorkdprefcm_cr_arp_d_rvw_txtieutfsex,1,67
39799,hrefcolemancampovenxxinchdpbpurjarefcm_cr_arp_d_rvw_txtieutfcoleman,1,67
34377,hrefjaynemansfieldcollectiondpbfkousrefcm_cr_arp_d_rvw_txtieutfjayne,1,68
35832,hreforlandopenguinmodernclassicsdprefcm_cr_arp_d_rvw_txtieutforlando,1,68
33312,hreftraintrackscompletesetdpbzebmtzyrefcm_cr_arp_d_rvw_txtieutftrain,1,68
23519,hreflegotoystoryconstructabuzzdpbrlvysrefcm_cr_arp_d_rvw_txtieutflego,1,69
34394,hrefthepianoitspurchaseandcaredpbaosfjyrefcm_cr_arp_d_rvw_txtieutfthe,1,69
36922,hreftarguspaunotebookchillpaddpbakayrefcm_cr_arp_d_rvw_txtieutftargus,1,69
29721,hrefthemagiclabyrinthboardgamedpbrdjymmrefcm_cr_arp_d_rvw_txtieutfthe,1,69
27066,hreftippmannaluminumhpatankdpbttgrqrefcm_cr_arp_d_rvw_txtieutftippmann,1,70
23679,hrefbelkinusbplushubportfubrndpbnaxcgrefcm_cr_arp_d_rvw_txtieutfbelkin,1,70
21093,hrefblumuniversalmountingbracketdpbktanrefcm_cr_arp_d_rvw_txtieutfblum,1,70
24296,hrefexplosiveevidenceexpertsspeakoutdpbhoerrefcm_cr_arp_d_rvw_txtieutf,1,70
41720,hrefkidcodoorknoblocksclearpackdpbcdiorefcm_cr_arp_d_rvw_txtieutfkidco,1,70
36330,hrefnordicwaremicrowaveeggcookerdpbmbnrefcm_cr_arp_d_rvw_txtieutfnordic,1,71
21959,hrefadidasmensastrailrunningshoedpbrscrefcm_cr_arp_d_rvw_txtieutfadidas,1,71
23542,hrefcalphalonsdormondcleanerdpbcfhrefcm_cr_arp_d_rvw_txtieutfcalphalons,1,71
23431,hrefppelectricityusagemonitordpbmdburefcm_cr_arp_d_rvw_txtieutfbppirgqi,1,71
25767,hrefkidcodoorknoblockcolorswhitedpbjwjfrefcm_cr_arp_d_rvw_txtieutfkidco,1,71
37517,hrefkregkdrillguidespacerblocksdpbkyfeherefcm_cr_arp_d_rvw_txtieutfkreg,1,71
29652,hrefappleipodfmtransmittercarkitdpbussskrefcm_cr_arp_d_rvw_txtieutfapple,1,72
33031,hrefrecomendedantennapoweradapterforankerpwmaudiotechnicassportemcmmcacc,1,72
34422,hrefclassicfilmnoirvolmoviepackdpbulkmrefcm_cr_arp_d_rvw_txtieutfclassic,1,72
38889,hrefiriveraftmobilefmtransmitterdpblyfwrefcm_cr_arp_d_rvw_txtieutfiriver,1,72
28532,hrefbarbiehersistersinaponytaledpbeaebcrefcm_cr_arp_d_rvw_txtieutfbarbie,1,72
37850,hrefsuncastdbextendeddeckboxseatdpbfjdgrefcm_cr_arp_d_rvw_txtieutfsuncast,1,73
36580,hrefunderstandingtrainofthoughtdprefcm_cr_arp_d_rvw_txtieutfunderstanding,1,73
39332,hrefvintagevacationspiecepuzzledpbrojpdrefcm_cr_arp_d_rvw_txtieutfvintage,1,73
40251,hrefbiolitewoodburningcampstovedpbbqhetorefcm_cr_arp_d_rvw_txtieutfbiolite,1,74
25918,hrefspeedoaquabeatwaterproofmpplayerdpbvrrefcm_cr_arp_d_rvw_txtieutfspeedo,1,74
37924,hrefstowawaywithadjustabledividersdpbetqrefcm_cr_arp_d_rvw_txtieutfstowaway,1,75
22115,hrefhenkelloctitegramsupergluegeldpbalbzgcrefcm_cr_arp_d_rvw_txtieutfhenkel,1,75
25794,hrefkhperfectclimatedeluxewattponddeicerdpbkcaurefcm_cr_arp_d_rvw_txtieutfkh,1,76
25036,hrefnestlearningthermostatrdgenerationdpbrgvkrefcm_cr_arp_d_rvw_txtieutfnest,1,76
29760,hrefoldfashionedlockingdiarydpbnyagmqrefcm_cr_arp_d_rvw_txtieutfoldfashioned,1,76
26285,hrefsecuregripcleardoorknobcoverspackdpbxbxerefcm_cr_arp_d_rvw_txtieutfsecure,1,77
25858,hrefamazonbasicsexternalcasedpbheeoqborefcm_cr_arp_d_rvw_txtieutfamazonbasics,1,77
26594,hrefsonymdrexvbluexearbudheadphonebluedpbeyujyrefcm_cr_arp_d_rvw_txtieutfsony,1,77
35180,hrefourkidsbuildingrelationshipsintheclassroomdprefcm_cr_arp_d_rvw_txtieutfour,1,78
32557,hrefamazonkindletouchleathercoverblackdpbsdpqrefcm_cr_arp_d_rvw_txtieutfamazon,1,78
34689,hrefankerausbwallchargerforiphonesipodsdpbsdcerefcm_cr_arp_d_rvw_txtieutfanker,1,78
40128,hrefnerfnstrikeelitedartrefillpackdartsdpbtxzvqrefcm_cr_arp_d_rvw_txtieutfnerf,1,78
35852,hrefdancobswivelaeratorandsprayerchromedpbdzhowrefcm_cr_arp_d_rvw_txtieutfdanco,1,79
32234,hreftheterminalthreedisccollectorseditiondpbjancirefcm_cr_arp_d_rvw_txtieutfthe,1,79
26952,hrefdisneyprincessprincesssnowwhitedolldpbbtdyrefcm_cr_arp_d_rvw_txtieutfdisney,1,79
27043,hrefgerberghoststrikefixedbladeknifedpbkccovvurefcm_cr_arp_d_rvw_txtieutfgerber,1,79
30648,hrefthelittlerascalsthecompletecollectiondpbcdfyurefcm_cr_arp_d_rvw_txtieutfthe,1,79
27539,hrefpowergendualportusbampacwallchargerdpbfefrefcm_cr_arp_d_rvw_txtieutfpowergen,1,80
29203,hrefbrevillegrxlindoorbarbequeandgrilldpbavcorefcm_cr_arp_d_rvw_txtieutfbreville,1,80
25922,hrefdigitalampacoutletallpurposeutimerdpbyhsxwrefcm_cr_arp_d_rvw_txtieutfdigital,1,80
26818,hrefrjcatlanethernetsplitterconnectoradapterpcdpbcqsrefcm_cr_arp_d_rvw_txtieutfrj,1,81
32752,hrefdrinkwellplatinumpremiumfilterspackdpbmmgrefcm_cr_arp_d_rvw_txtieutfdrinkwell,1,81
23247,hrefggiinternationalwtkmetalwatchrepairkitdpbkjsmokrefcm_cr_arp_d_rvw_txtieutfggi,1,81
40861,hrefairventuricobulkfilladapterfitsumarexebosdpbkjcwrefcm_cr_arp_d_rvw_txtieutfair,1,82
37135,hrefhdpbraidedbullysticksmonstrousselectpackofdpbemlorefcm_cr_arp_d_rvw_txtieutfhdp,1,83
26506,hrefosteraturbospeedprofessionalanimalclipperdpblrnarefcm_cr_arp_d_rvw_txtieutfoster,1,84
38946,hrefkeurigbgourmetsinglecuphomebrewingsystemdpbgtrfrefcm_cr_arp_d_rvw_txtieutfkeurig,1,84
20986,hrefcanyoncrossroadhighgripseatshighropebarreldpbamrefcm_cr_arp_d_rvw_txtieutfcanyon,1,84
28528,hrefbarbieandhersistersinaponytalervvehicledpbcpvqqrefcm_cr_arp_d_rvw_txtieutfbarbie,1,84
21251,hrefnespressodusorneespressomakerpureorangedpbuzjrefcm_cr_arp_d_rvw_txtieutfnespresso,1,85
28461,hrefcalphaloneverydaynonstickinchomeletpandpbehplarefcm_cr_arp_d_rvw_txtieutfcalphalon,1,86
21146,hrefsigsauermpxcalcopoweredgrairrifleroundsblackdpbxlfwyurefcm_cr_arp_d_rvw_txtieutfsig,1,87
23899,hrefkcstorefixturesaslatwallshelfbracketblackpackofdpbkauirefcm_cr_arp_d_rvw_txtieutfkc,1,87
22681,hrefbluebuffalominibluebonesnaturaldogdentalchewsdpbbzqbkrefcm_cr_arp_d_rvw_txtieutfblue,1,88
41306,hrefosterbrlysfusionblenderandfoodprocessorsilverdpbpdmcrefcm_cr_arp_d_rvw_txtieutfoster,1,88
23100,hrefhousedoublefeaturehousehouseiithesecondstorydpbktfjorefcm_cr_arp_d_rvw_txtieutfhouse,1,88
25308,hrefgeneraltoolsmmdemoisturemeterpintypedigitallcddpbforefcm_cr_arp_d_rvw_txtieutfgeneral,1,89
37903,hrefwahlprofessionalanimalstainlesssteelguidecombsdpbrbwlgrefcm_cr_arp_d_rvw_txtieutfwahl,1,89
27130,hrefandisproanimaldetachableceramicbladeclipperkitdpbxhzarefcm_cr_arp_d_rvw_txtieutfandis,1,89
35074,hrefmarinesairsoftsrspringpoweredriflebycrosmandpbhgazuwrefcm_cr_arp_d_rvw_txtieutfmarines,1,90
29103,hrefaseasonfortendingbookoneintheamishvinesandorchardsseriesdprefcm_cr_arp_d_rvw_txtieutfa,1,90
31616,hrefphilsfavoritelovesofamoviegoinglifetimeeditiondpbhuvkkrefcm_cr_arp_d_rvw_txtieutfphils,1,90
31670,hreftevamensanisoeventwaterproofbreathabletrailshoedpbcpgogrefcm_cr_arp_d_rvw_txtieutfteva,1,90
41392,hrefthehistoryandsociologyofgenocideanalysesandcasestudiesdprefcm_cr_arp_d_rvw_txtieutfthe,1,90
32745,hrefgriffinpjblkpowerjoltautochargerforipodblackdpbfiqcerefcm_cr_arp_d_rvw_txtieutfgriffin,1,90
39105,hrefhasbroplayskoolletsplaytogetherfillnspillfishdpbfknqherefcm_cr_arp_d_rvw_txtieutfhasbro,1,91
33557,hrefgreentechhowtoplanandimplementsustainableitsolutionsdpxrefcm_cr_arp_d_rvw_txtieutfgreen,1,91
40357,hrefnboneoralhyginetwistixtwestedstickdogtreatssmallozdpbwflonarefcm_cr_arp_d_rvw_txtieutfn,1,91
33899,hreforblueflatwarepieserverstainlesssteelcakecutterdpbjmkpcrefcm_cr_arp_d_rvw_txtieutforblue,1,92
31880,hrefsoftairforeignlegionsfamasspringpoweredairsoftrifledpbknrrefcm_cr_arp_d_rvw_txtieutfsoft,1,92
24627,hrefjobyjbgriptightgorillapodstandforlargephonestripoddpbmcevsrefcm_cr_arp_d_rvw_txtieutfjoby,1,93
29814,hrefallsopcoolchannelnotebookplatformwxdxhcharcoalgraydpbesdrefcm_cr_arp_d_rvw_txtieutfallsop,1,93
24399,hrefinfinityinstrumentslejardinredpoppyinchwallclockdpbedxarefcm_cr_arp_d_rvw_txtieutfinfinity,1,94
28120,hrefitpaeosmodeslumencreeqledminikeychainflashlightbluedpbbpwmeirefcm_cr_arp_d_rvw_txtieutfitp,1,94
29898,hrefpowergenacombocarandwallchargerforiphonesipodsdpbaaqfetgrefcm_cr_arp_d_rvw_txtieutfpowergen,1,95
21308,hrefzukeszridgeminifreshbreathdentalchewbonescountpouchdpbmwrtyrefcm_cr_arp_d_rvw_txtieutfzukes,1,95
33342,hrefnewpaintballquickchangegramgcoadapterblackfreeshippingdpbgwkfprefcm_cr_arp_d_rvw_txtieutfnew,1,96
27478,hrefiainsinclaircardsharpblackcreditcardsizedfoldingknifedpbucqkarefcm_cr_arp_d_rvw_txtieutfiain,1,96
29886,hrefbelkinfootusbtypecusbctousbtypeccableusbccertifieddpbwjspcsgrefcm_cr_arp_d_rvw_txtieutfbelkin,1,97
29768,hrefbissellstylestylehepamediafiltercomparetobissellpartdpbcfhirefcm_cr_arp_d_rvw_txtieutfbissell,1,97
20777,comarticlecomponentsgraphicssapphirenitrorfurygraphicscardreviewfastfuriousandridiculouslyquiethtml,1,99
9783,hrefgoodbuddyusarawhidebraidedsticksfordogstoinchcountpackofdpbgwvwjarefcm_cr_arp_d_rvw_txtieutfgood,5,100
34494,hrefdelcastpieceprecisionscrewdriversetforlaptopselectronicsdpbkzdrefcm_cr_arp_d_rvw_txtieutfdelcast,1,100
36830,hrefsennheiserpxcnoisegardactivenoisecancelingheadphonesdpbrpcmrefcm_cr_arp_d_rvw_txtieutfsennheiser,1,100
28231,hrefleapfroglearningfriendsplayanddiscoverschoolplaysetdpbjlhvwuurefcm_cr_arp_d_rvw_txtieutfleapfrog,1,100
26250,hrefwdozinprolubricantsiliconesprayaerosolcanshipgroundonlyormddpbbbycucrefcm_cr_arp_d_rvw_txtieutfwd,1,101
22053,hrefamazonbasicsusbtypectomicrobgencablefeetmeterswhitedpbggkyjgrefcm_cr_arp_d_rvw_txtieutfamazonbasics,1,103
40936,hrefseismicaudiosaplatedualxlrfemalestainlesssteelwallplatesdpbfwetyerefcm_cr_arp_d_rvw_txtieutfseismic,1,103
24796,hrefgetnakedlowcaloriedentalchewsticksfordogssmallouncestickspackdpbaylnurefcm_cr_arp_d_rvw_txtieutfget,1,103
31498,hrefwoosterbrushbrpainterschoicerollercoverwithinchnappackinchdpbelormwrefcm_cr_arp_d_rvw_txtieutfwooster,1,105
22595,hrefgsightmmlugertraininglasercartridgegenwlasertrainingproappbrassdpbzzbmrefcm_cr_arp_d_rvw_txtieutfgsight,1,107
37600,hreftrxsuspensiontrainingpropackbasicthetrxdooranchorissoldseparatelydpbyiasmrefcm_cr_arp_d_rvw_txtieutftrx,1,107
21631,hrefandiseasyclipproanimalpiecedetachablebladeclipperkitpetgroomingmbgdpbutforefcm_cr_arp_d_rvw_txtieutfandis,1,109
23662,hrefmoensrsarboronehandlehigharcpulldownkitchenfaucetspotresiststainlessdpbaqmcrefcm_cr_arp_d_rvw_txtieutfmoen,1,110
33983,hreflisforlionanitalianbronxbutchfreedommemoirsunyseriesinitalianamericanculturedprefcm_cr_arp_d_rvw_txtieutfl,1,110
38794,hrefosterprofessionaluniversalcombsetspeciallydesignedtofitosterclippersdpbthhbrefcm_cr_arp_d_rvw_txtieutfoster,1,111
40853,hrefinvictamenssubaquanomaivcollectionchronographblackpolyurethanewatchdpbpjjsrefcm_cr_arp_d_rvw_txtieutfinvicta,1,112
30773,hrefseismicaudiosaplatesinglexlrfemaleconnectorstainlesssteelwallplatesdpbfwewlorefcm_cr_arp_d_rvw_txtieutfseismic,1,114
26644,hrefunitutdpocketsizedigitalmultimeterwithsquarewavegeneratorhzsinometeroemdpbtlxnporefcm_cr_arp_d_rvw_txtieutfunit,1,115
36987,hrefbabygeniuscolorsandshapessoftactivitybookwithsoundforinfantsbymanhattantoydpbwpwiurefcm_cr_arp_d_rvw_txtieutfbaby,1,117
24388,hrefrichdadpoordadwhattherichteachtheirkidsaboutmoneythatthepoorandthemiddleclassdonotdpxrefcm_cr_arp_d_rvw_txtieutfrich,1,120
33995,hrefpfisterlfprccparisasinglecontrolcentersetbathroomfaucetinpolishedchromegpmdpbhllswrefcm_cr_arp_d_rvw_txtieutfpfister,1,120
25796,hrefpreventandreverseheartdiseasetherevolutionaryscientificallyprovennutritionbasedcuredprefcm_cr_arp_d_rvw_txtieutfprevent,1,123
31685,hrefgigabytelgaintelbhdmisatagbsusbmicroatxintelmicroatxddrmotherboardsgabmdshadpbvxggwqrefcm_cr_arp_d_rvw_txtieutfgigabyte,1,123
30216,hreffirstalertcodualpowercarbonmonoxidepluginalarmwithbatterybackupanddigitaldisplaydpbqvmkgrefcm_cr_arp_d_rvw_txtieutffirst,1,124
41556,hrefveryfinemeshstrainersbyzenprosetofstainlesssteelstrainpastanoodlesquinoateasiftsieveflourdpbrchcarefcm_cr_arp_d_rvw_txtieutfvery,1,132
20658,hreftheleanstartuphowtodaysentrepreneursusecontinuousinnovationtocreateradicallysuccessfulbusinessesdprefcm_cr_arp_d_rvw_txtieutfthe,1,132
27020,hreftheplantbasedjourneyastepbystepguidefortransitioningtoahealthylifestyleandachievingyouridealweightdprefcm_cr_arp_d_rvw_txtieutfthe,1,134
35313,hrefhighpressurehandpumpstagestirrupcharginggasfiltergaugevalvehosepcppumpuptopsisiliconeoilnotincludeddpbmzozarefcm_cr_arp_d_rvw_txtieutfhigh,1,142
36302,hrefkroocameracasepremiumqualitycarryingcaseforsonycybershotbonusbundledwithuniversallcdscreenprotectorkitclothdpbrbudpyrefcm_cr_arp_d_rvw_txtieutfkroo,1,151
26049,hrefthechinastudythemostcomprehensivestudyofnutritioneverconductedandthestartlingimplicationsfordietweightlossandlongtermhealthdprefcm_cr_arp_d_rvw_txtieutfthe,1,159
38822,hrefipadcasekidspripadcasenewhotsuperprotectshockproofrainproofsandproofwithbuiltinscreenprotectorforappleipadblackreddpbyotpmbkrefcm_cr_arp_d_rvw_txtieutfipad,1,159
34738,hrefvictsingmmgwirelessportablemobilemouseopticalmicewithusbreceiveradjustabledpilevelsbuttonsfornotebookpclaptopcomputermacbookblackdpbwcparefcm_cr_arp_d_rvw_txtieutfvictsing,1,175
35300,hrefpeakeepdigitalalarmclockbatteryoperatedwithlargedisplaydualalarmsnoozetravelalarmclockandhomealarmclockoptionalweekdayalarmandsmartnightlightwhitedpblzzrefcm_cr_arp_d_rvw_txtieutfpeakeep,1,190
27595,hrefcurtainrodbracketssilversetofbracketsalsoknownascurtainrodholderbracketfordraperyrodwindowdraperyrodbracketsetfordraperiesadjustablecurtainrodbracketsdpbdtgglrefcm_cr_arp_d_rvw_txtieutfcurtain,1,196
40027,hrefbinsampthingsstackablestoragecontainerperfectforshopkinslittlestpetshoprainbowloombeadsdisneytsumtsumfiguresandartsampcraftsaccessorieswithadjustablecompartmentsdpbdxpirefcm_cr_arp_d_rvw_txtieutfbins,1,203
20511,directorwriterdirectorscreenwriterwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriterscreenwriter,1,748
